,sym1,sym2,p_value,t_value,c_value,hedge_ratio,zero_crossings
5058,NMRUSDT,WAVESUSDT,0.04,-3.46,-3.37,8.18,32
670,ALGOUSDT,XVSUSDT,0.01,-3.83,-3.37,0.02,32
677,ALICEUSDT,API3USDT,0.03,-3.5,-3.37,0.71,32
3678,FXSUSDT,LINAUSDT,0.01,-3.9,-3.37,502.94,32
1312,ATAUSDT,CFXUSDT,0.0,-4.19,-3.37,0.63,32
1341,ATAUSDT,RNDRUSDT,0.01,-3.94,-3.37,0.05,32
3828,GLMRUSDT,GALAUSDT,0.01,-3.89,-3.37,11.65,32
3838,GLMRUSDT,KAVAUSDT,0.01,-3.94,-3.37,0.27,32
3568,FLRUSDT,VGXUSDT,0.01,-4.02,-3.37,0.09,32
1355,ATAUSDT,XEMUSDT,0.01,-3.85,-3.37,3.0,32
1359,ATAUSDT,XVSUSDT,0.01,-3.77,-3.37,0.02,32
1201,APTUSDT,GLMRUSDT,0.04,-3.4,-3.37,31.03,32
1157,API3USDT,THETAUSDT,0.01,-3.93,-3.37,1.76,32
3219,ETCUSDT,OPUSDT,0.04,-3.39,-3.37,11.23,32
4347,ILVUSDT,CROUSDT,0.0,-12.75,-3.37,795.33,32
1101,API3USDT,ENSUSDT,0.01,-3.83,-3.37,0.14,32
3193,EOSUSDT,LQTYUSDT,0.02,-3.66,-3.37,0.71,32
1082,API3USDT,BTCUSDT,0.04,-3.46,-3.37,0.0,32
4433,ILVUSDT,PAXGUSDT,0.02,-3.66,-3.37,0.02,32
4659,LITUSDT,SOLUSDT,0.0,-4.35,-3.37,0.03,32
2947,DODOUSDT,DENTUSDT,0.02,-3.61,-3.37,154.33,32
5033,NKNUSDT,NMRUSDT,0.01,-3.8,-3.37,0.01,32
854,ALPHAUSDT,XTZUSDT,0.02,-3.71,-3.37,0.12,32
2890,DARUSDT,OPUSDT,0.02,-3.71,-3.37,0.06,32
826,ALPHAUSDT,NMRUSDT,0.04,-3.38,-3.37,0.01,32
5372,ONTUSDT,XVSUSDT,0.0,-4.37,-3.37,0.04,32
5413,OPUSDT,DASHUSDT,0.03,-3.59,-3.37,0.05,32
2842,DARUSDT,ANKRUSDT,0.0,-4.62,-3.37,4.69,32
5531,PROMUSDT,XVSUSDT,0.01,-3.84,-3.37,0.88,32
2762,CYBERUSDT,MDTUSDT,0.0,-4.46,-3.37,112.56,32
396,1000FLOKIUSDT,HOTUSDT,0.0,-5.06,-3.37,15.17,32
5468,OPUSDT,SNXUSDT,0.0,-4.42,-3.37,0.64,32
7388,ZILUSDT,BATUSDT,0.0,-13.75,-3.37,0.09,32
7403,ZILUSDT,CKBUSDT,0.0,-12.57,-3.37,5.95,32
2029,CEEKUSDT,GFTUSDT,0.02,-3.67,-3.37,4.46,32
7411,ZILUSDT,CTSIUSDT,0.0,-13.31,-3.37,0.13,32
7344,ZECUSDT,THETAUSDT,0.02,-3.66,-3.37,42.46,32
356,1000BTTUSDT,YFIUSDT,0.02,-3.72,-3.37,0.0,32
7494,ZILUSDT,SANDUSDT,0.0,-13.54,-3.37,0.05,32
5068,OCEANUSDT,ALPHAUSDT,0.0,-4.31,-3.37,4.1,31
7302,YGGUSDT,ZILUSDT,0.01,-3.77,-3.37,12.47,31
5332,OGUSDT,MASKUSDT,0.03,-3.51,-3.37,1.83,31
2887,DARUSDT,OGUSDT,0.0,-4.55,-3.37,0.02,31
5203,OCEANUSDT,UNIUSDT,0.0,-4.36,-3.37,0.07,31
2026,CEEKUSDT,FTMUSDT,0.0,-4.83,-3.37,0.2,31
386,1000FLOKIUSDT,FETUSDT,0.04,-3.4,-3.37,0.07,31
5362,ONEUSDT,XTZUSDT,0.0,-4.47,-3.37,0.01,31
5041,NKNUSDT,SUIUSDT,0.0,-4.4,-3.37,0.19,31
5023,NKNUSDT,FETUSDT,0.01,-3.92,-3.37,0.37,31
5021,NKNUSDT,DOTUSDT,0.0,-4.12,-3.37,0.02,31
2011,CEEKUSDT,DYDXUSDT,0.0,-4.56,-3.37,0.02,31
2917,DASHUSDT,MASKUSDT,0.03,-3.49,-3.37,10.18,31
4962,MINAUSDT,ZILUSDT,0.01,-3.99,-3.37,23.4,31
2943,DGBUSDT,LINAUSDT,0.01,-3.87,-3.37,0.62,31
5045,NKNUSDT,TLMUSDT,0.0,-4.41,-3.37,8.65,31
5576,QNTUSDT,BOBAUSDT,0.0,-5.16,-3.37,793.95,31
798,ALPHAUSDT,DYDXUSDT,0.0,-4.81,-3.37,0.04,31
2742,CYBERUSDT,KLAYUSDT,0.0,-4.78,-3.37,42.37,31
1689,BSVUSDT,1000BTTUSDT,0.04,-3.41,-3.37,79709.66,31
6537,TLMUSDT,XVSUSDT,0.04,-3.46,-3.37,0.0,31
519,AAVEUSDT,MAVUSDT,0.04,-3.39,-3.37,255.26,31
7150,YFIIUSDT,GALAUSDT,0.02,-3.72,-3.37,29733.98,31
6384,SUIUSDT,CKBUSDT,0.02,-3.76,-3.37,163.43,31
6381,SUIUSDT,CELRUSDT,0.02,-3.74,-3.37,38.64,31
6228,STGUSDT,ENJUSDT,0.01,-3.91,-3.37,2.01,31
2537,CTCUSDT,SHIB1000USDT,0.01,-3.93,-3.37,19.48,31
6085,SLPUSDT,TWTUSDT,0.01,-3.86,-3.37,0.0,31
33,10000NFTUSDT,1000FLOKIUSDT,0.01,-3.82,-3.37,0.21,31
6045,SLPUSDT,LQTYUSDT,0.0,-4.8,-3.37,0.0,31
6021,SLPUSDT,EOSUSDT,0.0,-4.15,-3.37,0.0,31
5959,SHIB1000USDT,AVAXUSDT,0.02,-3.63,-3.37,0.0,31
659,ALGOUSDT,JSTUSDT,0.02,-3.66,-3.37,4.38,31
2644,CYBERUSDT,ARPAUSDT,0.0,-4.77,-3.37,115.39,31
5903,RNDRUSDT,UMAUSDT,0.01,-3.92,-3.37,1.14,31
5884,RNDRUSDT,KSMUSDT,0.01,-4.0,-3.37,0.08,31
4716,LQTYUSDT,XEMUSDT,0.0,-4.17,-3.37,31.73,31
3040,DOTUSDT,ETCUSDT,0.03,-3.58,-3.37,0.27,31
7397,ZILUSDT,BUSDUSDT,0.0,-4.52,-3.37,0.02,31
1174,API3USDT,ZECUSDT,0.0,-4.89,-3.37,0.04,31
190,10000NFTUSDT,OGUSDT,0.02,-3.73,-3.37,0.0,31
4154,HNTUSDT,1000BTTUSDT,0.01,-3.98,-3.37,3618.69,31
3456,FETUSDT,KAVAUSDT,0.03,-3.57,-3.37,0.36,31
1866,BUSDUSDT,GALAUSDT,0.02,-3.73,-3.37,69.65,31
3903,GLMUSDT,XTZUSDT,0.01,-3.93,-3.37,0.26,31
7484,ZILUSDT,PEOPLEUSDT,0.0,-13.4,-3.37,1.74,31
7491,ZILUSDT,RPLUSDT,0.0,-5.42,-3.37,0.0,31
3872,GLMRUSDT,TWTUSDT,0.02,-3.66,-3.37,0.21,31
3859,GLMRUSDT,RLCUSDT,0.0,-4.39,-3.37,0.16,31
3620,FTMUSDT,DYDXUSDT,0.02,-3.76,-3.37,0.1,31
7513,ZILUSDT,USDCUSDT,0.0,-4.59,-3.37,0.02,31
3781,GALAUSDT,USDCUSDT,0.01,-3.96,-3.37,0.01,31
3738,GALAUSDT,LRCUSDT,0.02,-3.76,-3.37,0.08,31
3706,GALAUSDT,CROUSDT,0.0,-4.65,-3.37,0.28,31
3689,GALAUSDT,ARBUSDT,0.04,-3.38,-3.37,0.02,31
3645,FTMUSDT,OGUSDT,0.0,-4.44,-3.37,0.04,31
128,10000NFTUSDT,GALAUSDT,0.02,-3.69,-3.37,0.24,31
3257,ETHWUSDT,1000LUNCUSDT,0.01,-3.79,-3.37,22.58,31
4292,IDEXUSDT,ZECUSDT,0.0,-4.11,-3.37,0.0,31
6686,TWTUSDT,RPLUSDT,0.0,-4.7,-3.37,0.04,31
3254,ETHWUSDT,1000BONKUSDT,0.01,-3.98,-3.37,6336.73,31
4622,LINAUSDT,EOSUSDT,0.04,-3.41,-3.37,0.02,31
4593,LDOUSDT,ALPACAUSDT,0.03,-3.49,-3.37,11.5,31
3096,DYDXUSDT,DOGEUSDT,0.01,-3.94,-3.37,31.49,31
3105,DYDXUSDT,IDEXUSDT,0.01,-3.82,-3.37,42.65,31
4451,ILVUSDT,SLPUSDT,0.0,-7.86,-3.37,29529.88,31
4408,ILVUSDT,LQTYUSDT,0.0,-12.52,-3.37,50.83,31
1096,API3USDT,DOTUSDT,0.0,-4.32,-3.37,0.26,31
4377,ILVUSDT,GLMRUSDT,0.0,-11.48,-3.37,241.81,31
4369,ILVUSDT,FETUSDT,0.0,-11.75,-3.37,176.05,31
4368,ILVUSDT,ETHUSDT,0.0,-7.79,-3.37,0.02,31
3204,EOSUSDT,UMAUSDT,0.03,-3.59,-3.37,0.41,31
1413,AVAXUSDT,CTCUSDT,0.02,-3.7,-3.37,62.94,31
4360,ILVUSDT,DOTUSDT,0.0,-12.54,-3.37,9.93,31
7438,ZILUSDT,HFTUSDT,0.0,-13.01,-3.37,0.05,31
1125,API3USDT,LQTYUSDT,0.0,-4.95,-3.37,1.33,31
3221,ETCUSDT,RNDRUSDT,0.01,-4.07,-3.37,9.87,31
4309,ILVUSDT,ANKRUSDT,0.0,-12.21,-3.37,2190.35,31
501,1INCHUSDT,ICXUSDT,0.0,-4.12,-3.37,1.47,31
317,1000BTTUSDT,LOOKSUSDT,0.0,-5.24,-3.37,0.01,31
6980,XVSUSDT,CHZUSDT,0.0,-4.54,-3.37,77.11,31
6939,XTZUSDT,XVSUSDT,0.01,-4.09,-3.37,0.15,31
2153,CELOUSDT,CRVUSDT,0.03,-3.51,-3.37,1.01,31
2172,CELRUSDT,GLMRUSDT,0.01,-4.02,-3.37,0.07,31
7049,XVSUSDT,TRXUSDT,0.01,-4.08,-3.37,53.9,31
6905,XEMUSDT,FILUSDT,0.04,-3.38,-3.37,0.01,31
2174,CELRUSDT,KAVAUSDT,0.02,-3.73,-3.37,0.02,31
1178,APTUSDT,1000BTTUSDT,0.04,-3.44,-3.37,13303.02,30
3296,ETHWUSDT,BUSDUSDT,0.01,-4.0,-3.37,1.31,30
5192,OCEANUSDT,SUNUSDT,0.0,-4.65,-3.37,59.09,30
591,AGIXUSDT,SUNUSDT,0.04,-3.38,-3.37,33.78,30
152,10000NFTUSDT,IOTXUSDT,0.01,-4.05,-3.37,0.22,30
5161,OCEANUSDT,OGUSDT,0.0,-4.37,-3.37,0.07,30
5115,OCEANUSDT,ETHUSDT,0.0,-4.82,-3.37,0.0,30
1259,ARBUSDT,XVSUSDT,0.03,-3.56,-3.37,0.18,30
888,AMBUSDT,TUSDT,0.01,-4.07,-3.37,0.46,30
1514,BANDUSDT,XVSUSDT,0.02,-3.75,-3.37,0.23,30
1258,ARBUSDT,XRPUSDT,0.01,-3.99,-3.37,1.64,30
1709,BSVUSDT,OPUSDT,0.02,-3.72,-3.37,22.76,30
3195,EOSUSDT,MATICUSDT,0.01,-3.96,-3.37,1.08,30
4233,ICPUSDT,TWTUSDT,0.0,-4.15,-3.37,3.74,30
1086,API3USDT,CHZUSDT,0.01,-4.06,-3.37,18.35,30
5416,OPUSDT,DODOUSDT,0.02,-3.7,-3.37,14.52,30
171,10000NFTUSDT,LRCUSDT,0.02,-3.7,-3.37,0.02,30
5213,OCEANUSDT,XNOUSDT,0.0,-4.5,-3.37,0.51,30
1262,ARKMUSDT,LEVERUSDT,0.02,-3.6,-3.37,272.82,30
1117,API3USDT,IOSTUSDT,0.0,-4.15,-3.37,150.82,30
4329,ILVUSDT,BLURUSDT,0.0,-12.78,-3.37,230.55,30
3255,ETHWUSDT,1000BTTUSDT,0.01,-3.94,-3.37,3350.97,30
2328,CROUSDT,RPLUSDT,0.0,-4.35,-3.37,0.0,30
5400,OPUSDT,BTCUSDT,0.0,-4.38,-3.37,0.0,30
5447,OPUSDT,LITUSDT,0.02,-3.76,-3.37,2.11,30
2860,DARUSDT,DYDXUSDT,0.0,-6.14,-3.37,0.04,30
2870,DARUSDT,GLMUSDT,0.03,-3.55,-3.37,0.51,30
3256,ETHWUSDT,1000FLOKIUSDT,0.03,-3.59,-3.37,82.05,30
3593,FORTHUSDT,RADUSDT,0.03,-3.5,-3.37,2.04,30
856,ALPHAUSDT,ZECUSDT,0.0,-4.48,-3.37,0.0,30
1550,BLURUSDT,KAVAUSDT,0.0,-4.32,-3.37,0.28,30
7463,ZILUSDT,LQTYUSDT,0.0,-13.63,-3.37,0.02,30
1400,AUDIOUSDT,RADUSDT,0.01,-3.94,-3.37,0.11,30
3227,ETCUSDT,XRPUSDT,0.0,-4.38,-3.37,31.28,30
2282,COTIUSDT,SNXUSDT,0.03,-3.5,-3.37,0.02,30
5325,OGUSDT,CKBUSDT,0.02,-3.72,-3.37,1724.5,30
2926,DASHUSDT,XTZUSDT,0.04,-3.44,-3.37,39.34,30
4957,MINAUSDT,XMRUSDT,0.04,-3.46,-3.37,0.0,30
5409,OPUSDT,CRVUSDT,0.01,-3.8,-3.37,3.23,30
6615,TWTUSDT,ETCUSDT,0.0,-5.37,-3.37,0.05,30
3643,FTMUSDT,NEARUSDT,0.04,-3.4,-3.37,0.17,30
6625,TWTUSDT,GFTUSDT,0.0,-4.39,-3.37,94.71,30
1702,BSVUSDT,DODOUSDT,0.04,-3.38,-3.37,330.44,30
1232,APTUSDT,XMRUSDT,0.03,-3.51,-3.37,0.04,30
6616,TWTUSDT,ETHUSDT,0.0,-4.65,-3.37,0.0,30
4693,LPTUSDT,SHIB1000USDT,0.04,-3.47,-3.37,785.91,30
7065,YFIIUSDT,1000BTTUSDT,0.01,-4.02,-3.37,1094112.78,30
1317,ATAUSDT,CVCUSDT,0.0,-4.26,-3.37,1.07,30
668,ALGOUSDT,XEMUSDT,0.0,-4.26,-3.37,3.74,30
6098,SLPUSDT,ZECUSDT,0.01,-3.88,-3.37,0.0,30
4423,ILVUSDT,NMRUSDT,0.0,-7.25,-3.37,3.2,30
3430,ETHWUSDT,USDCUSDT,0.01,-4.03,-3.37,1.31,30
3005,DOGEUSDT,OCEANUSDT,0.02,-3.73,-3.37,0.2,30
4785,LRCUSDT,USDCUSDT,0.03,-3.53,-3.37,0.18,30
3043,DOTUSDT,GALAUSDT,0.01,-3.79,-3.37,283.7,30
4531,JSTUSDT,ONTUSDT,0.01,-3.82,-3.37,0.13,30
6919,XNOUSDT,CKBUSDT,0.04,-3.45,-3.37,226.45,30
2200,CFXUSDT,ONTUSDT,0.01,-3.81,-3.37,0.74,30
2704,CYBERUSDT,FLMUSDT,0.0,-4.37,-3.37,56.71,30
1334,ATAUSDT,MANAUSDT,0.0,-4.62,-3.37,0.26,30
2093,CEEKUSDT,PAXGUSDT,0.03,-3.59,-3.37,0.0,30
2587,CTSIUSDT,GLMUSDT,0.0,-4.44,-3.37,0.74,30
2647,CYBERUSDT,ATAUSDT,0.0,-4.26,-3.37,67.57,30
3457,FETUSDT,NEARUSDT,0.03,-3.49,-3.37,0.21,30
1248,ARBUSDT,LITUSDT,0.01,-4.07,-3.37,1.24,30
3118,DYDXUSDT,TLMUSDT,0.0,-4.61,-3.37,196.2,30
6054,SLPUSDT,NMRUSDT,0.0,-4.53,-3.37,0.0,30
2581,CTKUSDT,NMRUSDT,0.02,-3.62,-3.37,0.04,30
1207,APTUSDT,ILVUSDT,0.04,-3.4,-3.37,0.13,30
6011,SLPUSDT,CROUSDT,0.04,-3.44,-3.37,0.03,29
355,1000BTTUSDT,XVSUSDT,0.0,-5.06,-3.37,0.0,29
6022,SLPUSDT,ETCUSDT,0.03,-3.58,-3.37,0.0,29
789,ALPHAUSDT,CKBUSDT,0.01,-3.9,-3.37,28.34,29
5961,SHIB1000USDT,DENTUSDT,0.04,-3.4,-3.37,12.4,29
5958,SHIB1000USDT,ARPAUSDT,0.0,-5.32,-3.37,0.17,29
3656,FTMUSDT,SUNUSDT,0.02,-3.61,-3.37,36.06,29
5796,RENUSDT,SWEATUSDT,0.02,-3.63,-3.37,6.57,29
5499,PAXGUSDT,TWTUSDT,0.04,-3.38,-3.37,2395.62,29
1387,AUDIOUSDT,CVCUSDT,0.04,-3.43,-3.37,2.12,29
4136,HFTUSDT,IDEXUSDT,0.04,-3.43,-3.37,6.85,29
4208,ICPUSDT,JASMYUSDT,0.03,-3.57,-3.37,848.29,29
740,ALICEUSDT,XTZUSDT,0.0,-6.27,-3.37,1.15,29
7120,YFIIUSDT,CROUSDT,0.03,-3.55,-3.37,8392.93,29
5886,RNDRUSDT,MAGICUSDT,0.03,-3.48,-3.37,3.29,29
5632,QNTUSDT,IOTXUSDT,0.04,-3.39,-3.37,6019.51,29
5912,RNDRUSDT,XVSUSDT,0.02,-3.75,-3.37,0.35,29
5500,PAXGUSDT,XVSUSDT,0.03,-3.49,-3.37,428.41,29
752,ALPACAUSDT,C98USDT,0.0,-4.64,-3.37,0.97,29
5950,SEIUSDT,SXPUSDT,0.01,-3.84,-3.37,0.46,29
7028,XVSUSDT,MINAUSDT,0.01,-3.99,-3.37,11.8,29
1381,AUDIOUSDT,BANDUSDT,0.03,-3.58,-3.37,0.15,29
4272,IDEXUSDT,MINAUSDT,0.0,-4.29,-3.37,0.12,29
407,1000FLOKIUSDT,LPTUSDT,0.0,-4.19,-3.37,0.0,29
5721,QNTUSDT,YFIIUSDT,0.04,-3.4,-3.37,0.22,29
3217,ETCUSDT,LITUSDT,0.03,-3.54,-3.37,23.73,29
1396,AUDIOUSDT,JSTUSDT,0.04,-3.44,-3.37,6.97,29
4708,LQTYUSDT,RNDRUSDT,0.0,-4.37,-3.37,0.51,29
4854,MASKUSDT,XTZUSDT,0.01,-3.9,-3.37,3.87,29
4853,MASKUSDT,XEMUSDT,0.0,-4.58,-3.37,101.46,29
4849,MASKUSDT,SWEATUSDT,0.02,-3.72,-3.37,359.2,29
4847,MASKUSDT,RNDRUSDT,0.02,-3.6,-3.37,1.64,29
4836,MAGICUSDT,SWEATUSDT,0.01,-3.97,-3.37,66.6,29
7425,ZILUSDT,ETHUSDT,0.0,-12.75,-3.37,0.0,29
4802,LUNA2USDT,1000FLOKIUSDT,0.03,-3.5,-3.37,24.7,29
3002,DOGEUSDT,MATICUSDT,0.01,-3.95,-3.37,0.12,29
4794,LRCUSDT,ZECUSDT,0.0,-4.2,-3.37,0.01,29
4723,LRCUSDT,ALPHAUSDT,0.02,-3.75,-3.37,2.32,29
3031,DOGEUSDT,XMRUSDT,0.0,-4.13,-3.37,0.0,29
4710,LQTYUSDT,SNXUSDT,0.0,-5.24,-3.37,0.37,29
4667,LITUSDT,XRPUSDT,0.0,-4.11,-3.37,1.32,29
1997,CEEKUSDT,CTCUSDT,0.04,-3.4,-3.37,0.25,29
3037,DOGEUSDT,ZILUSDT,0.03,-3.48,-3.37,3.83,29
4649,LITUSDT,LDOUSDT,0.03,-3.55,-3.37,0.43,29
3051,DOTUSDT,LQTYUSDT,0.0,-4.78,-3.37,5.12,29
4636,LINAUSDT,ZECUSDT,0.04,-3.4,-3.37,0.0,29
4631,LINAUSDT,TLMUSDT,0.01,-3.84,-3.37,1.06,29
290,1000BTTUSDT,DOTUSDT,0.02,-3.7,-3.37,0.0,29
3169,ENSUSDT,MASKUSDT,0.01,-3.85,-3.37,2.93,29
3098,DYDXUSDT,FXSUSDT,0.0,-4.41,-3.37,0.37,29
7408,ZILUSDT,CROUSDT,0.0,-12.01,-3.37,0.32,29
3150,ENJUSDT,ICPUSDT,0.0,-4.25,-3.37,0.08,29
4518,IOTXUSDT,LPTUSDT,0.0,-4.25,-3.37,0.0,29
7414,ZILUSDT,DASHUSDT,0.0,-13.12,-3.37,0.0,29
4855,MASKUSDT,XVSUSDT,0.01,-3.82,-3.37,0.57,29
4397,ILVUSDT,KAVAUSDT,0.0,-12.56,-3.37,64.18,29
4306,ILVUSDT,ALPACAUSDT,0.0,-7.76,-3.37,307.75,29
4359,ILVUSDT,DOGEUSDT,0.0,-7.85,-3.37,655.65,29
2866,DARUSDT,FTMUSDT,0.0,-4.85,-3.37,0.45,29
4320,ILVUSDT,AUDIOUSDT,0.0,-7.8,-3.37,271.08,29
5371,ONTUSDT,XTZUSDT,0.03,-3.49,-3.37,0.24,29
1705,BSVUSDT,GLMRUSDT,0.01,-4.1,-3.37,185.91,29
817,ALPHAUSDT,LINAUSDT,0.02,-3.75,-3.37,7.3,29
819,ALPHAUSDT,LQTYUSDT,0.0,-4.29,-3.37,0.1,29
7447,ZILUSDT,INJUSDT,0.0,-12.28,-3.37,0.0,29
5347,OGUSDT,YFIUSDT,0.02,-3.63,-3.37,0.0,29
4339,ILVUSDT,CELRUSDT,0.0,-7.89,-3.37,3536.46,29
6896,WOOUSDT,GMTUSDT,0.03,-3.53,-3.37,1.08,29
4354,ILVUSDT,DARUSDT,0.0,-7.96,-3.37,466.65,29
5262,OGNUSDT,GLMUSDT,0.01,-3.85,-3.37,0.54,29
1108,API3USDT,GLMRUSDT,0.02,-3.65,-3.37,6.32,29
4977,NEARUSDT,DYDXUSDT,0.03,-3.57,-3.37,0.57,29
313,1000BTTUSDT,LDOUSDT,0.0,-4.7,-3.37,0.0,29
2913,DASHUSDT,GALAUSDT,0.03,-3.58,-3.37,1804.2,29
5051,NKNUSDT,ZECUSDT,0.02,-3.73,-3.37,0.0,29
5050,NKNUSDT,XVSUSDT,0.04,-3.45,-3.37,0.02,29
5047,NKNUSDT,TWTUSDT,0.02,-3.68,-3.37,0.11,29
5034,NKNUSDT,OGUSDT,0.01,-3.79,-3.37,0.02,29
902,ANKRUSDT,OGUSDT,0.03,-3.57,-3.37,0.0,29
3200,EOSUSDT,RNDRUSDT,0.05,-3.38,-3.37,0.36,29
436,1000FLOKIUSDT,VGXUSDT,0.04,-3.4,-3.37,0.12,29
4389,ILVUSDT,IDEXUSDT,0.0,-7.49,-3.37,887.69,29
7434,ZILUSDT,GLMUSDT,0.0,-13.18,-3.37,0.09,29
3192,EOSUSDT,LITUSDT,0.02,-3.66,-3.37,0.87,29
6038,SLPUSDT,KAVAUSDT,0.0,-4.13,-3.37,0.0,29
3138,EGLDUSDT,RENUSDT,0.01,-3.88,-3.37,529.21,29
6116,SNXUSDT,MASKUSDT,0.04,-3.38,-3.37,0.84,29
6529,TLMUSDT,UMAUSDT,0.0,-5.12,-3.37,0.01,29
6148,SSVUSDT,XVSUSDT,0.04,-3.42,-3.37,3.57,29
6287,STGUSDT,LUNA2USDT,0.0,-7.0,-3.37,1.17,29
1289,ARPAUSDT,SFPUSDT,0.0,-4.3,-3.37,0.07,29
2160,CELOUSDT,ONTUSDT,0.04,-3.38,-3.37,2.66,29
6584,TWTUSDT,BALUSDT,0.0,-4.91,-3.37,0.24,29
2350,CRVUSDT,IMXUSDT,0.03,-3.59,-3.37,0.83,29
6669,TWTUSDT,OGUSDT,0.0,-4.9,-3.37,0.17,29
2351,CRVUSDT,JSTUSDT,0.0,-4.52,-3.37,19.77,29
7526,ZILUSDT,YFIUSDT,0.0,-13.4,-3.37,0.0,29
7497,ZILUSDT,SNXUSDT,0.0,-12.77,-3.37,0.01,29
3747,GALAUSDT,NKNUSDT,0.0,-4.51,-3.37,0.17,29
7149,YFIIUSDT,FXSUSDT,0.0,-4.49,-3.37,80.79,29
129,10000NFTUSDT,GFTUSDT,0.01,-3.98,-3.37,0.41,29
2356,CRVUSDT,SWEATUSDT,0.02,-3.69,-3.37,59.78,29
2220,CKBUSDT,DYDXUSDT,0.02,-3.75,-3.37,0.0,29
6391,SUIUSDT,DYDXUSDT,0.01,-3.99,-3.37,0.23,29
1278,ARPAUSDT,AVAXUSDT,0.0,-4.36,-3.37,0.0,29
6233,STGUSDT,FETUSDT,0.0,-7.02,-3.37,2.0,29
7066,YFIIUSDT,1000FLOKIUSDT,0.01,-3.82,-3.37,26790.69,29
7130,YFIIUSDT,DODOUSDT,0.0,-4.47,-3.37,4534.99,29
6846,VGXUSDT,PERPUSDT,0.03,-3.53,-3.37,0.21,29
6728,UMAUSDT,CHZUSDT,0.03,-3.55,-3.37,23.63,29
2582,CTKUSDT,OGUSDT,0.0,-4.51,-3.37,0.1,29
6467,SWEATUSDT,XTZUSDT,0.01,-3.79,-3.37,0.01,29
6465,SWEATUSDT,WOOUSDT,0.0,-4.17,-3.37,0.04,29
3796,GALAUSDT,ZILUSDT,0.04,-3.43,-3.37,0.89,29
461,1000PEPEUSDT,ARPAUSDT,0.04,-3.46,-3.37,0.02,29
3851,GLMRUSDT,OMGUSDT,0.0,-4.31,-3.37,0.38,29
1075,API3USDT,BADGERUSDT,0.02,-3.6,-3.37,0.51,28
5869,RNDRUSDT,CFXUSDT,0.02,-3.62,-3.37,13.08,28
2197,CFXUSDT,LITUSDT,0.01,-3.87,-3.37,0.18,28
4126,GRTUSDT,ONTUSDT,0.04,-3.46,-3.37,0.52,28
1523,BATUSDT,QTUMUSDT,0.02,-3.76,-3.37,0.08,28
6420,SUIUSDT,TWTUSDT,0.0,-4.34,-3.37,0.56,28
5489,OPUSDT,XMRUSDT,0.0,-4.85,-3.37,0.01,28
2942,DGBUSDT,FXSUSDT,0.03,-3.56,-3.37,0.0,28
6134,SNXUSDT,YFIUSDT,0.01,-3.94,-3.37,0.0,28
4889,MINAUSDT,ALICEUSDT,0.03,-3.5,-3.37,0.5,28
2714,CYBERUSDT,GMTUSDT,0.0,-4.26,-3.37,33.54,28
2897,DARUSDT,SUIUSDT,0.04,-3.44,-3.37,0.2,28
2275,COTIUSDT,NEARUSDT,0.02,-3.64,-3.37,0.04,28
64,10000NFTUSDT,AVAXUSDT,0.01,-4.0,-3.37,0.0,28
4998,NEARUSDT,THETAUSDT,0.03,-3.51,-3.37,1.84,28
3208,EOSUSDT,XRPUSDT,0.03,-3.57,-3.37,1.15,28
900,ANKRUSDT,LQTYUSDT,0.03,-3.52,-3.37,0.02,28
5533,QNTUSDT,1000LUNCUSDT,0.0,-4.61,-3.37,1590.7,28
2787,CYBERUSDT,REEFUSDT,0.0,-5.42,-3.37,3839.07,28
1102,API3USDT,EOSUSDT,0.01,-3.97,-3.37,1.88,28
2825,CYBERUSDT,XEMUSDT,0.0,-4.21,-3.37,202.38,28
3630,FTMUSDT,ILVUSDT,0.03,-3.56,-3.37,0.0,28
743,ALPACAUSDT,ANTUSDT,0.03,-3.52,-3.37,0.03,28
2834,CYBERUSDT,YGGUSDT,0.01,-4.09,-3.37,25.3,28
2227,CKBUSDT,TLMUSDT,0.01,-4.1,-3.37,0.27,28
5201,OCEANUSDT,TWTUSDT,0.0,-4.33,-3.37,0.4,28
1172,API3USDT,XTZUSDT,0.0,-4.14,-3.37,1.61,28
2735,CYBERUSDT,JASMYUSDT,0.0,-5.38,-3.37,1450.09,28
5005,NEARUSDT,WAVESUSDT,0.0,-4.28,-3.37,0.71,28
2270,COTIUSDT,GLMRUSDT,0.0,-4.29,-3.37,0.25,28
6142,SSVUSDT,EGLDUSDT,0.02,-3.65,-3.37,0.64,28
5465,OPUSDT,RNDRUSDT,0.01,-3.86,-3.37,0.88,28
5363,ONEUSDT,XVSUSDT,0.02,-3.64,-3.37,0.0,28
4346,ILVUSDT,COTIUSDT,0.0,-7.91,-3.37,973.88,28
2283,COTIUSDT,SUIUSDT,0.01,-3.93,-3.37,0.09,28
7038,XVSUSDT,ROSEUSDT,0.0,-4.58,-3.37,110.82,28
2293,COTIUSDT,XTZUSDT,0.04,-3.43,-3.37,0.06,28
5915,RNDRUSDT,ZENUSDT,0.02,-3.63,-3.37,0.22,28
7024,XVSUSDT,LTCUSDT,0.0,-4.78,-3.37,0.07,28
4656,LITUSDT,RDNTUSDT,0.0,-4.17,-3.37,3.07,28
3220,ETCUSDT,RADUSDT,0.01,-3.8,-3.37,11.5,28
2043,CEEKUSDT,ICPUSDT,0.04,-3.44,-3.37,0.01,28
